The Communist Party of India Maoist (CPI Maoist) cadres reportedly looted a truck and set it ablaze in Balaghat District on April 11, reports The Times of India. The incident took place at Dhiri Murum village of the District. Police said a group of 25 30 armed people, dressed in green uniform, looted a truck and then set it afire in Mataghat area.	0	0	0	1
A man, identified as Abdul Ramazan (25), was shot dead by two unidentified armed assailants in a targeted attack in Surjani Town of Gadap Town in provincial capital Karachi on May 15, reports The News.	1	0	0	0
Four pro Government tribesmen from a militia were shot dead in the hujra (guest house) of a local person at Gul Bagh village on the suburbs of the provincial metropolis Khyber Pakhtunkhwa, Peshawar (Peshawar District) on January 23, reports Dawn. Police was told that the tribesmen were asleep inside a room in his hujra when unidentified assailants killed them. A source said that the deceased belonged to Bara tehsil (revenue unit) of Khyber Agency in Federally Administered Tribal Areas (FATA) but they had shifted recently to Badhaber area of Peshawar owing to lawlessness in the tribal region. They were identified as Khan Bahadur, Zaryab Gul, Jangrez and Abad.	1	0	0	0
At least 20 people were killed and several others injured when unidentified militants opened fire at kidnapped passengers in Khad Kucha area of Mastung District on May 29, reported Dawn. Earlier in the evening, suspected militants had abducted two passenger buses en route Karachi (Sindh) from Pishin District (Balochistan). Levies official Sanaullah, said the passengers were taken out from the coaches after which armed men opened fire at them. So far, no group has claimed responsibility for the attack. Soon after reports of abduction emerged, Police and Frontier Corps officials rushed to the area and there were reports of heavy exchange of fire between Security Forces (SFs) and the kidnappers. The exchange of fire between SFs and militants is ongoing and the death toll from the tragedy is expected to rise, said officials. Meanwhile, District Coordination Officer (DCO) Mastung claimed that 15 to 20 militants had abducted around 35 passengers. Five passengers were released by militants, the Levies official said.	1	0	1	0
Top Maoist leader Daya of Andhra Odisha Special Zonal Committee (AOBZC) escaped from the clutches of Special Operation Group (SOG) troopers in Panasput village under Padua Police limits in Koraput District on September 17, reports New Indian Express. According to sources, an exchange of fire took place between Police and Communist Party of India Maoist (CPI Maoist) cadres for several hours in the forest. On a tip off that Daya and some Maoists of Chhattisgarh were camping in the forest, Police launched an extensive combing operation. During this time, the Maoists opened fire and the SOG troopers retaliated. The exchange of fire continued for hours after which the rebels fled from the spot leaving behind some Maoist materials, arms and ammunition. Police recovered detonators, Improvised Explosive Device (IED) bombs, gun making materials, Maoist literature and uniforms, among other things. Combing operation has been intensified in the villages on Andhra Pradesh Odisha border after the incident.	1	0	0	0
The Communist Party of India Maoist (CPI Maoist) cadres killed a mining engineer, Ranjan Kumar, at Chama Village in Latehar District on April 27, reports ANI. Superintendent of Police of Latehar, Kuldeep Trivedi, said the deceased was engaged in a relationship with a girl who was also involved with Maoists, which forced them to kill Kumar.	0	0	0	1
Army foiled an infiltration bid by a group of highly trained militants in Kanzalwan area of Gurez in Bandipora District on June 7 adds Daily Excelsior Army noticed movement of a group of 5 6 militants infiltrating into the area and challenged them The militants fired back but managed to escape back to Pakistan occupied Kashmir PoK	1	0	0	0
A Chhattisgarh Armed Forces (CAF) personnel Mangdu Takka was killed in a Communist Party of India Maoist (CPI Maoist) attack in Dantewada District on June 20, reports The Hindustan Times. The CAF personnel had gone to a local weekly market when the Maoist cadres opened fire on him. Takka died on the spot and four other villagers sustained minor bullet injuries, said the Police.	1	0	0	0
Three Chhattisgarh Armed Force CAF personnel were injured in an Improvised Explosive Device IED blast triggered by Communist Party of India Maoist CPI Maoist cadres in Bijapur District on February 6 reports The Asian Age Injured constables Nitesh Dewangan Anil Dhruv and Bhaluram Toppo were returning to their base camp after conducting search operation in Kutru Farshegarh area Deputy Superintendent of Police DSP Khoman Singh said The Security Force SF personnel were returning after carrying out an anti Maoist operation when the blast occurred in a forest near Ranibodli village around 450 kilometres from State capital Raipur	0	1	0	0
Two labourers, identified as Abdul Sukur and Ainul Haq were shot in their residence by an unidentified gunman at the Mile Khuova Road junction in Dimapur District on February 27, reports Morung Express. The victims sustained gunshot wounds on the leg and were admitted to the District Hospital in Dimapur. It is learned that a demand taxation letter was received on February 1 demanding INR 1,00,000 to be paid in one week time, and the refusal to pay the demand led to this incident. The demand letter was reportedly received by a bamboo enterprise where one of the victims worked.	1	0	0	0
Miscreants on September 8 lobbed a petrol bomb at a house in Dhubri town, leading to clashes between two groups, which left one person dead and two others injured, reports Hindustan Times. Of the three persons injured, one died on the way to hospital, said LR Bishnoi, Inspector General (law and order) of Police. Police clamped indefinite curfew from 7pm in Dhubri and the Army conducted flag march in sensitive pockets of the town. Tension had gripped Dhubri, following theft from a temple, which was also vandalized, on September 7 night even though curfew was in place. Protesting the theft and vandalism, thousands came out on the streets and forced shops to down shutters. Police had to fire blanks to disperse a stone throwing mob.	0	1	0	0
Two Sumo vehicles were set ablaze by a group of unidentified masked men in Parimpora area of Srinagar on October 17, reports Daily Excelsior. At Barthana near Parimpora, two Sumo taxis were set ablaze by masked youth for defying shutdown call of separatists this morning (October 17). The vehicles were completely gutted even as fire tenders arrived at spot to douse the flames. Police also rushed to the spot and started manhunt. These two vehicles were coming from Kupwara and belonged to Jehangir Ahmad Dar of Cherkote Lolab and Muhammad Yusuf Khataba of Kalaroos. Police launched a crackdown in Parimpora and Qamarwari areas to nab the accused and curfew like restrictions were also imposed to prevent violence.	0	0	0	1
A group of Commando Battalion for Resolute Action CoBRA troopers had a miraculous escape when a bomb planted by the Maoists exploded at Dhabi village under Dhibra Police Station limits in Aurangabad District on February 15 reports The Times of India Though there was no casualty locals said the bomb was planted to target the security personnel engaged in anti Maoist drive in the District	0	1	0	0
The Peoples Revolutionary Party of Kangleipak PREPAK claimed responsibility for the bomb blast that occurred near the residential gate of Sapam Nonibala alias Memicha Devi at Singjamei Sapam Leikai in Imphal West District at around 7 30 pm on October 9 reports The Sangai Express One person was injured in the blast A press release issued by the outfits department of publicity and propaganda publicity officer captain Achouba said that the bomb was planted there as the first warning to Nonibala and her husband W Boi Singh for swindling INR 1 30 crore which belonged to the partys fund It further conveyed solidarity to Leishangthem Kanhai 24 who sustained injuries in the bomb blast	0	1	0	0
Shiv Senas labour wing chief in Punjab, Durga Prasad Gupta, was shot dead by two unidentified assailants near Lalheri Chowk in Khanna in Ludhiana District.	1	0	0	0
Security Forces (SFs) on August 17 launched a search operation at Litter Village in Pulwama District after a group of militants fired on a Police party and fled when they were asked to stop, leaving behind the car in which they were travelling, reports Daily Excelsior.	1	0	0	0
Two civilians were killed by unknown assailants during prayer in a mosque in Sayed Wali village of Qara Bagh District of Ghazni Province reports Bakhtar News on March 9	0	0	0	1
A Police trooper was killed and another sustained critical injuries during an encounter with the Communist Party of India Maoist CPI Maoist cadres that took place in the dense forests of Sukma District on April 20 reports NDTV The face off took place in the forests of Marjoom village that falls under Tongpal Police Station limits when a joint squad of Security Forces was carrying out an anti Naxal operation in the bordering region of Sukma Dantewada districts a senior Police official said The dead trooper was identified as Constable Shyamlal Atami and the injured was Constable Rajesh Satam Both belonged to the District Reserve Guard DRG	1	0	0	1
A head constable of capital city police was killed and two others injured in firing by two motorcycle bourne unidentified assailants on February 12 at Pindora Chungi of Industrial area Police Station in Islamabad reports Daily Times The slain Policeman is identified as Head Constable Imtiaz and injured personnel were Police Constable Zahid and FC Constable Bismillah Jan	1	0	0	1
Three employees of television channel Dunya News were injured in a hand grenade attack on the Faisalabad Bureau office by unidentified motorcycle bourne assailants in Faisalabad District of Punjab on November 20, reports Dawn. The assailants threw pamphlets containing threats by Daulat i Islamia Khorasan (Islamic State Khorasan group).	0	1	0	0
A prayer leader, identified as Maulana Habibur Rehman (42), was shot dead inside Siddiq e Akbar Masjid in Gulistan e Jauhar area of Gulshan Town in Karachi, the provincial capital of Sindh on July 12, reports The Express Tribune. According to Deputy Superintendent of Police (DSP) Nasir Lodhi, one of the two unidentified armed assailants went inside the office and asked Rehman for a marriage registration form from the offices window, after which the victim allowed him to come inside. The man then fired at least twice and one bullet hit the victims chest. Later, the Police arrested a suspect, identified as Mairaj, after the prayer leaders minor son identified him.	0	0	0	1
A businessman, identified as Haider Ali (50) who was shot at by unidentified assailants at Kotahbari in Nalbari District on October 24 night, succumbed to his injuries on October 25, reports The Sentinel.	1	0	0	0
A powerful bomb was detonated along the Manipur Myanmar boundary, near a Muslim village, officials said on October 3, reports The Sentinel. Official sources said the blast took place near boundary pillar No.79 at 8 p.m. on October 2, hardly 40 metres from a Muslim village. Soon after the blast, the Police and Assam Rifles (AR) troopers rushed to make investigation. No arrest was made. There has been no claim from any underground organisation either. The Police said the motive behind the blast is yet unclear.	0	1	0	0
At least seven persons, including two activists of the Muttahida Qaumi Movement (MQM) and a Police Constable, were killed in separate incidents in Karachi (Karachi District), the provincial capital of Sindh, on June 12, reports The News. An MQM activist, identified as Muslim Noor Ahmed (30) alias Kallu Banarsi, was shot dead near the Sindh Government Qatar Hospital in Sector 8 of Orangi Town.	1	0	0	0
In the same District, unidentified militants blew up a cellular phone shop in Amirabad village of Umarzai area. Further, a Government school was blown up in the Lawangkhel village in Lakki Marwat District.	0	1	0	0
A Quetta bound car coming from Noshki in Dashat area of Mastung District was fired upon by unidentified militants, killing three people and injuring another on May 16, reported Dawn. The dead were identified as Abdul Khaliq, Zahoor Ahmed and Abdul Rehman, all from Sasoli community.	1	0	0	0
Communist Party of India Maoist (CPI Maoist) cadres set ablaze the battery rooms of at least five mobile towers in Sorada area of Ganjam District late in the night of December 16, reports IBN live. While two mobile towers were attacked in Gajalabadi, three were attacked in Ashurabandh under Sorada police station limits. Separate groups of about 20 Maoists each attacked the mobile towers belonging to private cellular operators located in Ganjam Kandhamal Gajapati border. No injuries or casualties reported during their raids, Police said. Police also found a hand written poster of the Maoists from Gajalabadi. The poster said the Maoists had damaged the mobile towers in protest against the killing of CPI Maoist politburo member Mallojula Koteswara Rao alias Kishanji by Security Forces in West Bengal. The Times of India adds that this is the first time in 10 years that the Maoists have struck the area.	0	0	0	1
Netra Bikram Chand led Communist Party of Nepal Maoist (CPN Maoist) cadres on June 11 attacked the World Vision International Nepals Office in Nuwakot District, reports The Himalayan Times. According to Tul Bahadur Pyakurel, a security guard of the office, three unidentified persons entered the office from the front gate and threatened him with life before setting a parked vehicle on fire in the premises of World Vision Office at Battar area. While leaving the scene, the three said they were cadres of Chand led CPN Maoist, he added.	0	0	0	1
An another man was murdered in a target killing incident in Farid Colony, Orangi Town in the remits of Mominabad police station. Jan Mohammad was standing near Medina Hospital situated at Farid Colony in Orangi Town when two unidentified armed assailants opened fire on him. He died on the spot.	1	0	0	0
At least 10 civilians were injured in a grenade attack by militants on Security Forces SFs vehicle in Bijbehara area of Anantnag District on May 23 reports Daily Excelsior A Police spokesman said that militants lobbed a grenade on SFs Gypsy which missed the intended target and exploded on roadside The spokesman said that the in the blast 10 civilians including a 12 year old boy and three women sustained splinter injuries The minor boy identified as Fazal Ahmad son of Mohd Maqbool of Zainapora Shopian is stated to be critical while three other women Daizy Rozy Akhtar and Muneera Akhtar have also received injuries and shifted to the hospital for treatment	0	1	0	0
Unidentified militants on November 18 abducted five security personnel and seized their vehicle and weapons in the Gerdina area of Kharan District, reports Dawn.	0	0	1	0
Unidentified militants shot dead a Frontier Corps FC soldier identified as Jahangir Khan in Nar Jaffar area of Bannu District on May 22 reports Daily Times	0	0	0	1
A peace lashkar (tribal militia) leader Abdul Rasheed Khan was killed and his brother Adam Khan was injured in an improvised explosive device (IED) blast in Landikotal area of Khyber Agency on July 14. According to sources, Abdul Rasheed had formed a lashkar in Kamarkhel Takhtakai to clear the area of miscreants and militants. The incident happened when Abdul Rasheed and Adam Khan were on their way when they stepped on an IED. This was the first explosion of its kind in that area, sources said.	0	1	0	0
A bomb exploded near the house belonging to Kailali Constituency No 4 left alliance common candidate Lekhraj Bhatta in Kailali District early on December 5 reports The Himalayan Times An IED placed in a ditch by an unidentified group at the distance of 300 metres from Bhattas house exploded at around 4 00 pm today December 5 according to the Area Police Office Attariya However no human casualty and damages have been reported	0	1	0	0
One person sustained injuries in a landmine blast in Jori area of Dera Bugti District on January 11, reports Daily Times. As per details, the blast took place when one farmer, who was watering the fields, put unconsciously his foot on the landmine injuring him.	0	1	0	0
At least four persons, including two Policemen and two militants, were killed in a militant attack on a resident of National Conference (NC) leader Yawar Masoodi in Khrew area of Pulwama District on April 13, reports Daily Excelsior. Deputy Inspector General (DIG) of Police, South Kashmir range, Vijay Kumar said that two militants of Lashkar e Toiba (LeT) identified as Abu Zaid Hamid resident of Pakistan and Usman Gori resident of Abbotabad of Khyber Pakhtunkhwa (KP) Province of Pakistan attacked the residence of Masoodi at around 2 20 pm. Masoodi, who was inside the premises, remained unharmed but his Police guards, Vinod Kumar and Abdul Hamid were killed. The militants snatched away service weapons of the Police including one AK 47 rifle and one pistol. Kumar said both the militants were killed in the encounter after they were trapped in an open field. The snatched rifle and two AK 47 rifles were recovered from them however, pistol is still missing. Meanwhile, Al Shohada brigade, a shadow outfit of LeT, in a statement issued to a local news agency claimed responsibility for the attack.	1	0	0	0
A Policeman was killed and eight others, including two Policemen were wounded in Aansu Goth area of Malir Town in Karachi District, the provincial capital of Sindh on September 23, reports Daily Times. According to details, an alleged gangster, Naveed Baloch (27), died under mysterious circumstances in police custody. The deceased was arrested along with two of his accomplices on September 22, 2013 from Malir City police remit. The three men were apprehended over their involvement in target killing, extortion and kidnapping in the city. Following the killing of Baloch, his family, relatives and residents of the locality gathered outside the Malir City Police Station and staged a protest against the killing, holding the Police responsible for his death. The protesters turned violent and pelted stones at the Police Station. An extra contingent of law enforcers was quick to reach the Police Station and resorted to aerial firing in order to disperse the protesters. As a reaction to Police action, unidentified armed assailants lobbed a hand grenade on a Police mobile which wounded at least eight people, including two Policemen. Later, armed assailants kidnapped Constable Farman, shot him dead, and threw his dead body outside the Police Station. Law enforcers launched an operation in Aansu Goth and adjoining areas and later claimed to have arrested 30 suspects and seized their weapons which included G 3 rifles and sub machineguns (SMGs).	0	1	0	0
A commander of the Haqqani network and an al Qaeda operative were among the 17 persons killed in drone strike in Sirai Darpakhel area near Miranshah in North Waziristan Agency of Federally Administered Tribal Areas (FATA) on July 2, reports The News. Sources said those killed in the strike included Mullah Akhtar Zadran, a commander of the Haqqani network, and Abu Saif Al Jazeri, an operative of Al Qaeda. Also killed in the strike are said to be two Punjabi militant commanders — Rana Ashraf and Naveed Butt. The other 13 victims were foot soldiers, the sources added.	0	1	0	0
A group of Commando Battalion for Resolute Action (CoBRA) troopers had a miraculous escape when a bomb, planted by the Maoists exploded at Dhabi village under Dhibra Police Station limits in Aurangabad District on February 15, reports The Times of India. Though there was no casualty, locals said the bomb was planted to target the security personnel engaged in anti Maoist drive in the District.	0	1	0	0
The follower Rafiq Ahmed Mir of Indian Reserve Police IRP 12th battalion was shot dead by Lashkar e Toiba (LeT) militants in Hassanporabagh area of Kulgam District on October 23, reports Daily Excelsior. Superintendent of Police (SP), Kulgam, and Mohammad Shafi Mir said the militants barged into Mirs house at Hassanporabagh last night and fired upon him from a point blank range killing him on the spot. He said that the militants managed to escape after carrying out the attack.	1	0	0	0
Two persons, identified as Sudir Mahanta and Anwar Hussain, were injured in a grenade attack at a market in Shallang in West Khasi Hills District on May 2. The explosion took place at around 6pm when two suspected to be Garo National Liberation Army (GNLA) cadres lobbed two grenades at the market place, Police said. However, one of the grenades did not explode. It could be the handiwork of the GNLA militants to create fear psychosis and divert security agencies attention in the wake of the combing operation against them, an intelligence official said.	0	1	0	0
A Constable of District Police has been allegedly abducted by the Communist party of India Maoist (CPI Maoist) cadres in Sukma District on November 1, reports The Pioneer. Constable Kalmu Hidma was abducted near Puswada village while he was on way to CRPF (Central Reserve Police Force) camp at Puswada, Additional Superintendent of Police (ASP) of Sukma, Jitendra Shukla said. According to ASP, Shukla, Hidma was originally posted in Polampalli Police Station but later he was attached with CRPF camp at Puswada for operational purposes. Hidma had gone to Polampalli to celebrate Diwali along with his family. However, before leaving the camp, he had not informed officials, the ASP said. On October 31, while he was heading back to the camp on his bike, he was intercepted by Maoists about one and half kilometres before Puswada. Since then, he had been missing, Shukla said while adding that the Hidmas bike had been recovered.	0	0	1	0
One Sunil Pawar a former supporter of the Communist Party of India Maoist CPI Maoist was shot dead at a market at Jhadapapda which is located around eight kilometers from Pendhri in Dhanora tehsil revenue unit in Gadchiroli District on November 21 reports The Times of India Two more persons Sadaram Thakur and Ravindra Kusram sustained injuries as the Maoists in civil attires opened fire at them Gadchiroli Police said Chatgaon Area committee of the CPI Maoist outfit has claimed in a pamphlet that they had targeted Pawar as he was helping the Police since 2007 The Maoists have also claimed to have warned Pawar several times Police said Pawar requesting for pardoning had initially tried to flee but was later shot on head from close quarters	1	0	0	0
Powerful bomb exploded at Phungreitang near Gandhi Chowk in Ukhrul District at 8.30 pm on October 19, reports The Sangai Express. Though there was no human casualty, the explosion damaged the wooden wall of a nearby shop. The bomb which left a visible crater is suspected to be local made. The blast site is in the proximity of Ukhrul Police Headquarters.	0	1	0	0
The Communist Party of India Maoist (CPI Maoist) cadres have blown up house of a Commando Battalion for Resolute Action (CoBRA) personnel of the Central Reserve Police Force (CRPF), Vinod Singh, at Pipra village under Kutumba Police Station in Aurangabad District on July 30, reports The Hindu. The Maoists threatened the family members of Singh and pulled them out of the house before laying explosives inside the building and blew it up.	0	1	0	0
Two personnel of the Frontier Corps FC were injured on February 16 when suspected militants attacked a post along the PakAfghan border in Khyber Agency of Federally Administered Tribal Areas FATA reports Dawn Troops effectively responded to the attack carried out by militants from the Afghan side of the border the InterServices Public Relations ISPR statement said According to the ISPR there are reports of a few militants killed in the ensuing exchange of fire	1	0	0	0
Unidentified assailants shot and killed a Supreme Court judge, Rana Bahadur Bam, as he headed to work at Lalitpur District of Kathmandu, on May 31, reports New York Times. The judge had been accused of taking bribes from suspects in 2010 in exchange for light sentences. The Judiciary Council was investigating him. The bodyguard and a passenger accompanying the judge in the car were also wounded in the attack. Meanwhile, Dawn quoting Kathmandu Police spokesperson Rabi Raj Shrestha said that a previously unknown group calling itself the Nepal Vad Party leaflet was found at the the scene of crime.	1	0	0	0
Janatantrik Tarai Mukti Morcha Krantikari (JTMM K) exploded an improvised explosive device (IED) in Rajbiraj, the District headquarters of Saptari, on June 14, reports The Himalayan Times. In a statement, the underground outfit said it carried out the explosion to pay tribute to its cadres who were martyred. The explosion, however, did not cause any casualty.	0	1	0	0
Unidentified militants shot dead an official of the Levies Force, Khaliq Jan, in Mamond tehsil (revenue unit) of Bajaur Agency in Federally Administered Tribal Areas (FATA) on January 21, reports The News. Sources said that Khaliq Jan was on his way home in Sarki Joharh when unidentified militants opened fire on him, leaving him dead on the spot. The assailants managed to escape from the scene.	1	0	0	0
Lal Sai (24), a Police Constable, was killed by Communist Party of India Maoist (CPI Maoist) cadres at Konde Markeli village under Manpur Police Station limits in Rajnandgaon District on August 14, reports The Times of India. Sai had joined the Police force after quitting Naxalism Left Wing Extremism, LWE and was posted at Manpur Police Station, a senior Police official said. Sai, who was an active cadre of the CPI Maoist, had surrendered before Police two years back and since then was working as an Assistant Constable with Rajnandgaon Police. He was elevated as Constable in March this year because of his dedication and good work, the official said.	0	0	0	1
Two Border Security Force BSF troopers identified as Vijay Kumar and Rakesh were killed and four others were critically wounded in an encounter with Communist Party of India Maoist CPI Maoist cadres in Becha forests of Kanker District on March 12 reports The Hindu A special operation was launched from Chotibetia BSF camp at 11 45 pm on March 11 by the parties of 170 122 and 165 battalions of the BSF The BSF parties had an exchange of fire with the Maoists at around 2 25 am on March 12 near Becha village	1	0	0	1
Suspected cadres of the Garo National Liberation Army (GNLA) killed the headmaster of a lower primary school and assaulted several people for allegedly co operating with the government in a village in East Garo Hills on August 16, reports The Shillong Times. The headmaster of Jingamgre SSA LP School, Madison Ch Marak, was at home when the armed militants came and rounded up the villagers. The suspected militants then pulled Marak out of the crowd and hacked him to death. They also assaulted several villagers.	1	0	0	0
A 38 year old woman identified as Shameema was shot dead by militants at Drabgam area of Pulwama District on August 17 reports Daily Excelsior Militants opened fire upon Shameema wife of Ali Mohammad Bhat near his parental home at Drabgam village on August 17 afternoon Police said that the preliminary investigations suggested that militants shot at the woman who was immediately shifted to nearby hospital However she succumbed on the way	1	0	0	0
A suicide bomber detonated an explosive laden vehicle near the house of a pro Government militant commander Maulvi Nabi, killing at least nine persons, including four children, three of them being girls, and injuring 13 others, in a war of attrition between two militant outfits in Speen Tall area of Orakzai Agency in Federally Administered Tribal Areas (FATA) on July 21, reported Dawn. This is basically between two militant groups, Orakzai tribal regions administrator Khushal Khan told the media. An official said that Maulvi Nabi, a militant commander, had waged a war of attrition against another outfit affiliated with the larger, more powerful Tehreek e Taliban Pakistan (TTP). Both groups are involved in killing each others men. Maulvi Nabi is not anti state, the official said. TTP spokesman in North Waziristan Ehsanullah Ehsan claimed responsibility for the attack. He told reporters that Maulvi Nabi was targeted because he was supporting the Government and was against the Taliban. Maulvi Nabi had joined the TTP as a commander for Hangu District, but later developed differences with the militant organisation and shifted to the neighbouring Speen Tall.	0	1	0	0
