At the centenary celebrations, the Polish head of state will also meet German President	1
The United Kingdom and France however have opposed resolutions in the United Nations on depleted uranium weapons – along with the United States and Israel.	3
Syrian government forces backed by Russian warplanes continued their attacks on the rebel-held eastern Ghouta region near Damascus for a fifth straight day on Thursday.	4
Meanwhile, Syrian government warplanes supported by Russia pounded the rebel-held enclave of eastern Ghouta for a sixth straight day Friday, killing at least five people, opposition activists and a war monitor reported.	4
The Palestinian government, thus, rejects and condemns the US administration's decision, and calls it a clear violation to the international legitimacy's resolutions and all humanitarian and international laws, said Al-Mahmoud.	3
Syrian government forces have killed more than 500 civilians during a week of intense bombardment of a rebel enclave near Damascus, activists say.	4
An American investigative journalist and member of the Syria Solidarity Movement rejected the draft truce resolution tabled by some members of the UN Security Council, saying truce in Syria is a show-piece.	3
Syrian regime air strikes and artillery fire hit the rebel-held enclave of Eastern Ghouta for a sixth straight day killing 32 civilians, as the world struggled to reach a deal to stop the carnage.	4
A Czech court on Tuesday released Syrian Kurdish leader Salih Muslim, who Turkey wanted extradited on terrorism charges.	2
Russia vetoed today a UN draft resolution presented by Britain that would have pressured Iran over its failure to block supplies of missiles to Yemen’s Huthi rebels.	3
Reportedly, the police in the Gaza Strip had detained several suspects in the attack against the convoy of the Palestinian prime minister.	4
U.S. President Donald Trump has accepted an invitation to meet with Kim Jong Un to negotiate Pyongyang's nuclear program.	1
Erdoğan will meet European Council President Donald Tusk and European Commission President Jean-Claude Juncker in Bulgaria’s Varna at a summit on March 26.	1
The UN Migration Agency, has launched an appeal for USD 88,550,000 to help people in need of humanitarian assistance in Ethiopia.	0
A German court on Thursday rejected an extradition request for Catalonia's former leader Carles Puigdemont on the charge of rebellion for his role in the campaign for the region's independence.	3
Syrian government warplanes attacked the final rebel-held city near Damascus on Friday, killing dozens of people, as civilians who had spent days agonizing over whether to stay or go feared that their decision had been made for them.	4
A French lawyer has filed a lawsuit in a Paris court against visiting Saudi Crown Prince Mohammed bin Salman, accusing him of complicity in torture in Yemen.	3
US President Donald Trump on Tuesday lifted a travel ban imposed on Chadian citizens following a six-month government review.	2
Brazilian President Michel Temer told that there’s a deep concern in Brazil with the escalation of military conflict in Syria.	0
Both Russia and the Syrian government have welcomed the OPCW visit.	1
The March 17 explosion that leveled the building in the district of New Mosul killed more than 100 people as Iraqi forces were battling Islamic State group militants in the area.	4
Mr. Sisi has rejected loud appeals to release Aya Hijazi, an American aid worker imprisoned in Egypt, while Mr. Trump’s White House is considering slashing foreign aid to countries including Egypt.	3
The Iraqi air force carried out at least three air strikes in western Mosul, killing several dozens of Islamic State fighters, according to Iraqi military statements on Tuesday.	4
Trump and King Abdullah will gather for a meeting in the Oval Office and then proceed to a working lunch, where the two leaders are expected to discuss a range of shared priorities.	1
In late March, rebels loyal to former vice president Riek Machar freed prisoners from a jail in another border town of Kajo-Keji around 100 km (60 miles) south of the capital Juba.	2
In a session held April 1, the Iraqi parliament rejected the Kirkuk council decision and voted in favor of displaying only the Iraqi flag on public buildings in Kirkuk.	3
The KRG government rejected the Iraqi and Turkish demands, arguing that the Kurds' role in defending Kirkuk against Islamic State justified the hoisting of their flag.	3
The Philippine government has rejected the call of the European Parliament and told the international community to refrain from influencing De Lima's case.	3
On April 29, Foreign Minister Sergey Lavrov held talks with Minister of Foreign Affairs and Expatriates of the Hashemite Kingdom of Jordan Ayman Al Safadi, who is currently in Moscow on a short working visit.	1
A suicide attack on a convoy belonging to the Nato mission in Afghanistan has killed at least eight people in Kabul, officials say.	4
Afghanistan's intelligence agency has blamed the Taliban-allied Haqqani Network for the attack, which has been linked to Pakistan's military in the past.	3
A delegation of All Pakistan Muslim League (APML) here on Thursday called on Pakistan Muslim League-Quaid (PML-Q) President Chaudhry Shujaat Hussain to discuss current political situation and a possible grand alliance.	0
On the 13th, Boko Haram attacked a military base in Borno state village of Kamuya leaving scores dead.	4
The Manchester bombing on May 22 was the deadliest attack in Britain since July 2005, when four British Muslim suicide bombers killed 52 people in coordinated attacks on London's transport network.	4
Putin expresses his profound condolences for the British people and condemns the terrorist attack carried out hours ago.	0
The United States military yesterday gave 625 new firearms to the Philippine Marines to help in the ongoing operations against the Maute group in Marawi City.	2
China's government on Tuesday rejected a U.S. State Department call to release three activists detained while investigating a Chinese company that produced shoes for Ivanka Trump and other brands.	3
Premier Li Keqiang's visit to Germany will push forward bilateral economic and trade cooperation.	1
The National Security Council (NSC) has rejected the Jamiat-i-Islami Afghanistan (JIA) demand for the sacking of National Security Advisor Mohammad Hanif Atmar as politically motivated.	3
West Bengal Chief Minister Mamata Banerjee expressed condolences to family members of six farmers who were killed in alleged police firing in Madhya Pradesh on Tuesday.	0
Gunmen and a suicide bomber have carried out apparently coordinated attacks on Iran's parliament and the tomb of revolutionary founder Ruhollah Khomeini, state media said on Wednesday, with at least two people reported killed.	4
Fourth, the Pakistan Army has destroyed several TTP terrorist camps in Afghanistan's area of Parcha and Lalpura.	4
The Foreign Office (FO) during a weekly briefing in Islamabad on Thursday welcomed Russian President Vladimir Putin's offer to mediate between India and Pakistan.	1
However, the South African government has issued a warning that it would not tolerate a military coup in Lesotho by the Lesotho Defence Force (LDF).	3
Erdogan has repeatedly expressed his wish that the Saudi king would help heal the breach with Qatar, which has been isolated by the Saudis and other key Arab countries.	0
Iraqi forces today started their assault on Mosul 's Old City as they press their battle to retake the northern city from the Islamic State group , an army commander said.	4
The Taliban stormed a police headquarters in eastern Afghanistan on Sunday after striking it with two suicide car bombs, killing at several police officers, officials said.	4
Taliban attackers stormed a regional police headquarters in eastern Afghanistan today, killing five officers and injuring 22 people in an assault launched by a suicide bomber.	4
Meanwhile, Iraqi armed forces have begun their assault on the ISIS-held old-city area of Mosul.	4
Critics, including the European Commission, accuse the legislation of attacking civil society in Hungary.	3
The Hungarian Civil Liberties Union (TASZ) has said it will refuse to comply with European Commission's provisions in an act of civil disobedience.	3
Ukrainian President Petro Poroshenko will meet US President Donald Trump in Washington on Tuesday for talks on security, political and economic issues, Mr Poroshenko's office said.	1
AQAP has carried out numerous attacks, primarily on military and security targets in Yemen’s southern and eastern governorates, killing dozens of people.	4
Russian armed forces launched a cruise-missile attack on Islamic State targets in Syria’s Hama province, the defense ministry said.	4
The White House Correspondents' Association on Friday issued a statement saying that its president, Jeff Mason, had expressed concern to Spicer and deputy White House press secretary Sarah Huckabee Sanders about the movement away from what has been a longstanding White House tradition.	0
Iranian Foreign Minister Mohammad Javad Zarif has condemned a U.S. Supreme Court decision to partially reinstate President Donald Trump's temporary ban on travelers from six predominantly Muslim countries.	3
A Venezuelan police helicopter attacked the country's Supreme Court building and a government ministry in Caracas on Tuesday, in what embattled President Nicolas Maduro described as a terror attack by people seeking a coup.	4
Iraqi government troops have captured the mosque in Mosul from where Islamic State proclaimed its self-styled caliphate three years ago.	4
Mohammad Radmanish, an Afghan defence spokesperson, welcomed NATO’s decision to send more troop trainers.	1
On Thursday, the German government rejected a request by Mr. Erdogan to hold a rally while he is in the country for the summit.	3
Israel's president has lifted parole restrictions imposed on former Prime Minister Ehud Olmert when he was released from prison this week.	2
On Thursday, the South Korean president will join U.S. President Donald Trump and Japanese Prime Minister Shinzo Abe for three-way talks over dinner.	1
Chinese President Xi Jinping will meet regional rival Japan's Prime Minister Shinzo Abe, at a time when both are worried about nuclear-armed North Korea which has just declared its first successful intercontinental ballistic missile test.	1
Israeli President Reuven Rivlin has eased parole restrictions on ex-prime minister Ehud Olmert, released from prison after serving two-thirds of a 27 -month sentence for corruption.	2
Turkish police detained 12 people, including the Turkey head of rights group Amnesty International, Idil Eser, and other rights activists at a meeting on an island near Istanbul, media said on Thursday.	4
Secretary of State Rex Tillerson and Russian Foreign Minister Sergey Lavrov will attend the meeting between President Trump and President Vladimir Putin at the G20 summit, along with translators for each side.	1
U.S. President Donald Trump meets Mexico's President Enrique Pena Nieto during the their bilateral meeting at the G20 summit in Hamburg, Germany July 7, 2017.	1
European Parliament’s lead Brexit negotiator Guy Verhofstadt has rejected Theresa May’s offer on citizens’ rights, claiming it was casting a “dark cloud” over people’s status.	3
On Tuesday, U.N. peacekeeping chief Jean-Pierre Lacroix expressed serious concern to the U.N. Security Council that violence in the Kasai provinces has reached very disturbing levels.	0
Iraqi forces have launched further airstrikes on ISIL fighters still holding out in Mosul’s Old City.	4
Amnesty International (AI) has accused the Nigerian military of mass slaughter of hundreds of men, women and children in Zaria and attempting to cover-up the incident	3
The Deutsche Bank’s mission expressed the bank’s optimism about the economic reforms taken by the Egyptian government.	0
On 17 July 2017 Russia's Supreme Court rejected an appeal lodged by the Administrative Centre of the Russian branch of Jehovah's Witnesses against the Supreme Court decision of 20 April which had upheld a ruling categorising them as 'extremists'.	3
Following this news, Human Rights Watch in New York issued a statement calling on Canadian Prime Minister Justin Trudeau’s administration to “fast-track” the screening of the seven.	0
The Nigeria Labour Congress (NLC) on Tuesday called on Nigerian leaders to emulate the good leadership exhibited by some of the past African leaders, most especially, the late President Nelson Mandela of South Africa.	0
Guinean President expressed concern for President Buhari’s health and declared prayers for his quick recovery.	0
US President Donald Trump will meet Lebanese Prime Minister Saad Hariri in Washington next week for talks on issues including refugees and combatting terrorism, the White House announced Friday.	1
The Iranian deputy foreign minister has held meetings with senior Syrian officials, including President Bashar al-Assad, for talks on the enhancement of bilateral ties as well as cooperation in the fight against terrorism.	1
At least 26 people were killed and 41 wounded today after a Taliban-claimed car bomb struck a bus carrying government employees through a Shiite neighbourhood in Kabul, raising fears of sectarian violence in the Afghan capital.	4
The Taliban attacked an Afghan army base in southern Kandahar province overnight and killed at least 26 soldiers.	4
The Office of the former Afghan President in a statement said Karzai has expressed deep concerns regarding the casualties of the civilians and the terrorist attack in Lahore.	0
The then president, Goodluck Jonathan, had rejected multiple proposals laid out by the National Assembly as part of a new Nigerian Constitution, including clauses stipulating free education and healthcare for every Nigerian child.	3
US Vice-President Mike Pence has promised support for the Afghan government’s efforts at restoring peace and bringing development to the country.	1
Bulgaria's Minister for Foreign Affairs, Ekaterina Zaharieva, has welcomed the visit by the Sudanese Foreign Minister, Professor Ibrahim Ahmed Ghandour, to her country saying the Sudan remains one of the best partners for the EU in combatting terrorism, violent fundamentalism, illegal migration and human trafficking.	1
At least two people were killed when ISIL launched an attack on the Iraqi embassy in Kabul on Monday, with a suicide bomber blowing himself up outside the gates followed by three gunmen storming the building.	4
The Nigerian Air Force (NAF) has carried out massive surgical operations to alleviate the medical challenges of Internally Displaced Persons (IDP) in Borno State.	2
The Myanmar government rejected the UN's findings and refused permission for a UN fact-finding team to enter the country.	3
A U.S. federal judge Thursday approved the extradition of former Panamanian President Ricardo Martinelli to face charges of corruption and spying on his political opponents.	2
Yemeni army and allied forces have launched a missile attack against a military base in Saudi Arabia’s southwestern Jizan region, inflicting casualties on Sudanese mercenaries there.	4
Top diplomats of the member-states of the Association of Southeast Asian Nations (Asean) issued a statement urging North Korea to comply with its obligations under the United Nations security council resolutions.	0
Boko Haram suicide bombers have killed at least 81 people in Nigeria since April, while 67 people have been abducted - mostly women and girls - since the start of the year.	4
Mexico's top diplomat will make a two-day visit to immigrant-friendly California amid strained relations between his country and the U.S. over President Donald Trump's border wall and immigration and trade proposals.	1
Russian and Syrian regime warplanes are striking Daesh positions in the city and its outskirts, he added.	4
An Istanbul court on September 13 formally charged Erdoğan with terrorism, according to the volunteer journalist collective 140journos.	3
New York (CNN)French President Emmanuel Macron firmly rejected any military solution to the North Korean crisis and warned against scrapping the nuclear agreement with Iran, in an exclusive interview Tuesday with CNN.	3
US Secretary of State Rex Tillerson joined Iranian Foreign Minister Mohammad Javad Zarif for a first meeting with partners backing the 2015 deal .	1
Baghdad has rejected the referendum as unconstitutional, and this month fired Kirkuk's Kurdish governor Najm Eddine Karim over his provincial council's decision to take part.	3
Prime Minister Theresa May called on Friday for Britain to stay in the European Union's single market during a roughly two-year transition out of the EU while offering concessions on a divorce deal as she appealed for a revival of Brexit negotiations.	0
The British Prime Minister Theresa May has held talks at Downing Street with the Irish premier Leo Varadkar.	1
Theresa May will hold talks with European Council president Donald Tusk as she attempts to secure a breakthrough in the Brexit process.	1
The Dubai Ruler praised relations between the two countries and its people UAE state news agency WAM reported.	1
A Zimbabwean court on Tuesday freed activist pastor Evan Mawarire, a critic of President Robert Mugabe, following his weekend arrest on new charges of attempting to subvert the government.	2
Russian President Vladimir Putin will meet his Turkish counterpart, Recep Tayyip Erdogan, in Ankara on September 28 for talks set to touch on Syria and Iraq.	1
Theresa May has met German Chancellor Angela Merkel at a summit in Estonia in a bid to push for progress in Brexit talks.	1
Somalia’s al Shabaab fighters attacked a military base outside the capital Mogadishu using car bombs and guns, killing 17 soldiers and taking control of the base and a nearby town, the group said on Friday.	4
A court in Bishkek has freed a Kyrgyz journalist who had been sentenced to four years in prison for a book he wrote.	2
Zimbabwean police in the capital Harare have fired teargas to break up protests against the country's worsening economic crisis as rising prices fuel opposition to President Robert Mugabe's regime.	4
Taliban fighters seized a house in eastern side of the city and fired rounds of rockets on Hamid Karzai International Airport at around midday, causing a suspension to the flights.	4
Vladimir Putin has hosted Saudi King Salman for talks at the Kremlin, in the first official visit to Russia by a reigning Saudi monarch.	1
U.S. President Donald Trump has expressed surprise that The Washington Post published a favorable news story about his fundraising prowess.	0
In 2015, al Shabaab gunmen killed 148 students at a university in Kenya’s Garissa town near the Kenya-Somali border, an attack that provoked shock and outrage in Kenya and abroad.	4
The Taliban gunmen in reaction killed Abdullah and four other members of his family and freed the Abdullah’s father in law and mother in law, he added.	4
KRG President Masoud Barzani and top Kurdish officials rejected the Iraqi government’s demand that cancel the outcome of the independence referendum as a precondition for talks to resolve the dispute.	3
Six persons were killed on Thursday when suspected Boko Haram terrorists ambushed the convoy of the Nigerian Army's commanding officer near Bulabilin, a village along the Maiduguri/Damboa highway.	4
Armenian police detained dozens of demonstrators in Yerevan on April 18 as protests continued over the election of former President Serzh Sarkisian as prime minister.	4
Iraqi warplanes pounded Islamic State positions in eastern Syria with deadly airstrikes Thursday, the Iraqi government said.	4
U.S. military airstrikes this month in the area have killed dozens of IS members, including the terrorist group's chief of operations for northern Afghanistan, Qari Hekmatullah.	4
Since 2013, Erdogan has accused Gulen of attempting to overthrow the Turkish government by creating a parallel state within the civil service and military.	3
China’s health ministry sent a team of medical experts, equipment and drugs to the hospital, where two Chinese were said to be in a critical condition.	2
Zabihullah Mujahid, the Taliban spokesman, claimed responsibility for both the Farah and the Ghazni attacks in messages to the media.	0
South Korea's Prime Minister Lee Nak-yon (R) holds talks with Vietnamese defense chief Gen. Ngo Xuan Lich at his office in Seoul on April 24, 2018.	1
That is why my Senate motion urges the government to take direct action with regard to the situation unfolding in the South China Sea, Ngo said in his speech two years ago.	0
The Syrian army on Thursday intensified its bombardment of a besieged Palestinian neighborhood and nearby rebel-held areas in southern Damascus, the last area near the capital outside government control.	4
Separately, a Taliban suicide bomber detonated his explosives-laden vehicle in the early morning Saturday near an Afghan army base in southern Helmand province, killing at least six people and wounding many more.	4
Last week, the Taliban rejected the Afghan government's dialogue offer proposed in late February and announced the start of its new spring military offensive.	3
Prime Minister Hun Sen’s government released the detained leaders from the dissolved opposition Cambodia National Rescue Party (CNRP).	2
Russian police on Saturday detained dozens of supporters of opposition leader Alexei Navalny as nationwide protests kicked off on the eve of Vladimir Putin’s inauguration for a fourth Kremlin term.	4
The Afghan armed forces pounded the Taliban hideouts with heavy artillery and airstrikes in northeastern Badakhshan province of Afghanistan.	4
A spokesman for the Taliban, Qari Yussouf Ahmadi, claimed responsibility for the attack in Kandahar in a statement sent to media.	0
The Yemeni army and allied fighters have hit military positions in Saudi Arabia’s Asir region with a ballistic missile and destroyed them.	4
Iraqi warplanes carried out a raid earlier in the day, targeting Islamic State group commanders in eastern Syria, in the second such strike on the jihadists since mid-April, the premier's office said.	4
Pakistan Army launched a strategic offensive military operation, Operation Rah-e-Nijat, against militants in South Waziristan Agency on June 19, 2009.	4
Congress will fully support the Philippine Plan of Action to End Violence Against Children (PPAEVAC), Davao City Rep. Karlo Nograles said yesterday.	1
US President Donald Trump on Tuesday reneged on an international nuclear accord with Iran and announced renewed sanctions against the OPEC member.	3
An Italian tribunal has lifted a ban on veteran center-right leader Silvio Berlusconi from holding public office, meaning he could run to be prime minister in the next national election.	2
The Islamic State terrorist group has carried out several attacks against civilian and military targets in Kirkuk in recent months.	4
FBI Director Christopher Wray and Deputy Attorney General Rod Rosenstein will meet US President Donald Trump at the White House on Monday to discuss the US Justice Department’s disputes with Republicans over documents related to the Russia investigation.	1
The humanitarian branches of the Federal Government of Somalia and the United Nations today launched an appeal for $80 million to provide immediate help for people affected by recent flooding in the country's centre and south - resulting from the heaviest rainfall experienced in Somalia in more than three decades.	0
Hours earlier Maduro expelled the top American diplomat over the refusal of the U.S. to recognize his re-election.	3
On May 29, the Syrian regime said it would recognize Abkhazia and South Ossetia’s unilateral independence from Georgia.	1
President Duterte has expressed hope the newfound oil reserve in Cebu province could save the Filipino people from poverty.	0
Earlier, Israeli military struck a target in the Gaza Strip's eastern border regions with artillery, but no casualties were reported.	4
The Red Cross has provided financial assistance to about 550 households using funds donated to the organization’s New Brunswick flood appeal, she said.	2
The EU's chief Brexit negotiator, Michel Barnier, has said Prime Minister Theresa May's proposals for a backstop customs arrangement in Northern Ireland raise a series of difficult questions.	0
Afghan President Ashraf Ghani on Thursday announced a weeklong cease-fire with the Taliban to coincide with the holiday marking the end of Ramadan next week.	2
Hours before Saturday's announcement, Taliban militants stormed an Afghan military base in the western province of Herat, killing at least 17 soldiers, officials said.	4
As part of the operation, the Turkish armed forces have been launching airstrikes on PKK targets stationed in northern Iraq.	4
During a closed-door meeting, members of the Security Council expressed their deep concern about the risks to the humanitarian situation and called for Hodeida port to remain open, Russian Ambassador Vassily Nebenzia, who holds the council presidency, said.	0
Afghan President Ashraf Ghani announced a unilateral eight-day ceasefire with the Taliban on Tuesday amid an increasingly bloody war.	2
The Taliban on Sunday rejected an offer from the Afghan government to extend a three-day ceasefire as the country reeled from two deadly suicide attacks in the eastern city of Jalalabad.	3
Senate President, Bukola Saraki, will on Tuesday, June 19, lead a Senate delegation on a three-day parliamentary visit to Russia.	1
US President Donald Trump on Wednesday backed down and abandoned his policy of separating immigrant children from their parents on the US-Mexico border, after images of youngsters in cages sparked outrage at home and abroad.	2
The European Union has deployed election observers in Zimbabwe for the first time in 16 years as the country prepares for its first vote since independence without longtime leader Robert Mugabe.	2
Israel Defense Forces had distributed supplies including 300 tents, food, medicine and clothing to people who had fled to the Golan Heights area near the Israeli border.	2
Unidentified gunmen beheaded three men and torched a boys' school in Nangarhar province in eastern Afghanistan late on Saturday, in an attack officials blamed on Islamic State militants.	4
The European Commission has launched legal action against the Polish government over changes to the way judges are appointed in the country that observers say undermine the independence of its courts.	3
During the one-day visit, Obama will hold talks with President Uhuru Kenyatta at State House, Nairobi, before heading to his ancestral home of Kogelo, Siaya, to visit his relatives.	1
Syrian government missiles have struck a rebel-held area near the frontier with the Israeli-occupied Golan Heights in the latest phase in an offensive to end the insurgents' presence in southern Syria.	4
Boko Haram jihadists overran a military base in northeast Nigeria after a ferocious firefight, military and vigilante sources said Sunday, the second assault on the country’s forces in two days.	4
Former US President Barack Obama on Sunday held separate talks with President Uhuru Kenyatta and ODM party leader Raila Odinga in Nairobi.	1
The Taliban have long refused direct talks with the Afghan government, demanding instead to negotiate with Washington.	3
U.S. President Donald Trump rejected Russian President Vladimir Putin's proposal that Russian authorities be allowed to question American citizens, the White House said on Thursday, after the offer drew fierce criticism in the United States.	3
German Chancellor Angela Merkel on Friday welcomed U.S. President Donald Trump's invitation to Russian President Vladimir Putin to meet in Washington this autumn.	1
On Friday, Palestinian gunmen killed an Israeli soldier along the Gaza fence and the Israeli military launched dozens of strikes into the Strip that killed four Palestinians, including three Hamas fighters.	4
Libyan Prime Minister Fayez al-Sarraj meanwhile rejected the EU proposal for asylum processing centres in his country.	3
Israel’s air force carried out strikes Friday evening against Hamas targets throughout the Gaza Strip after Palestinian snipers shot and killed an Israeli soldier at the border, amid warnings that the conflict was sliding toward war.	4
The Israel Defense Forces launched a massive attack on the Gaza Strip late Friday evening, following an exchange of fire between Israeli troops and Palestinians in the Gaza Strip.	4
On Friday, Palestinian gunmen killed an Israeli soldier and the Israeli military launched dozens of strikes that killed four Palestinians, including three Hamas fighters.	4
Russian Foreign Minister Sergey Lavrov held talks in Jerusalem with Israeli Prime Minister Benjamin Netanyahu on July 23 to discuss the Iranian presence in Syria.	1
On that same day, the Security Council issued a joint statement with the African Union’s Peace and Security Council to call for a peaceful and democratic transfer of power following the December vote.	0
Belgrade’s High Court of Justice has rejected the Romanian authorities’ request to extradite former House lawmaker Sebastian Ghita, and has established that he is eligible for asylum, the final decision set to be transmitted to the Serbian Interior Ministry.	3
The top U.S. diplomat and Iranian Foreign Minister Mohammad Javad Zarif will attend Saturday's meeting of the 10-nation Association of Southeast Asian Nations.	1
The Southeast Asian nations pledged full support for Seoul's efforts to denuclearize the peninsla and create a peace regime.	1
The Senate is giving the FBI access to a transcript of a Senate Intelligence Committee interview with Maria Butina, a gun-rights activist suspected of being a covert Russian agent.	2
The United Nations' Mideast envoy is expressing his concern about the latest escalation of hostilities in the Gaza Strip between Israel and Hamas.	0
A Brazilian federal court has rejected a request from jailed former President Luiz Inacio Lula da Silva to be present at the first debate of presidential candidates for October's election.	3
The U.S. secretary of defense has expressed concerns about the negative impact on key allies such as South Korea as the Trump administration seeks to implement the section 232 tariffs.	0
Iran's Supreme Leader on Monday rejected US President Donald Trump's offer of unconditional talks to improve bilateral ties and he also accused the Iranian government of economic mismanagement in the face of reimposed US sanctions.	3
Taliban fighters overran an army base in northern Afghanistan, officials said Tuesday, killing at least 17 soldiers with dozens feared captured in a stinging blow to security forces already struggling to push insurgents from eastern Ghazni.	4
